category_id
22
24
23
24
24
28
24
28
1
25
17
24
10
25
15
28
23
27
28
27
27
28
27
26
23
24
28
26
25
1
2
24
10
24
19
22
1
10
23
10
10
25
17
10
22
26
24
17
17
24
24
25
17
10
22
24
17
25
2
24
28
25
24
10
25
24
22
23
24
26
10
1
24
24
10
24
28
10
24
23
26
26
26
25
26
22
1
10
10
24
27
24
15
26
1
10
10
15
23
10
22
10
23
24
10
23
24
26
1
10
10
10
10
28
10
26
10
24
24
22
22
24
23
22
10
25
10
10
15
10
10
20
26
24
10
24
10
10
22
24
10
10
10
26
24
24
24
10
10
10
24
24
10
24
22
27
23
27
24
26
27
24
10
2
10
10
24
15
24
1
10
26
24
17
27
28
28
23
24
26
22
24
22
26
25
24
23
25
10
26
10
22
22
17
17
25
24
2
22
28
23
23
24
28
26
28
23
23
23
28
1
24
25
23
26
24
10
22
1
24
17
24
10
28
26
1
24
28
24
27
23
24
27
24
10
27
24
27
23
24
27
24
25
23
17
10
24
24
26
25
17
24
10
17
24
28
17
17
10
25
23
24
27
28
24
2
24
17
25
10
15
25
24
2
26
17
23
28
10
27
28
26
23
26
17
10
1
25
24
19
24
19
24
1
24
17
22
24
10
25
17
23
2
22
1
10
26
25
24
22
10
24
17
24
24
17
25
10
22
22
17
24
24
10
28
22
24
23
25
26
10
10
10
23
24
26
10
28
10
26
22
22
24
28
24
1
27
10
24
10
24
10
15
15
1
24
26
26
1
26
23
10
10
10
26
23
22
10
10
1
10
28
24
17
22
22
10
10
26
25
24
10
22
24
10
10
15
26
10
10
24
24
20
24
25
10
10
23
22
24
1
26
22
24
23
20
23
28
24
24
25
24
28
24
26
10
10
24
24
17
1
23
23
28
28
23
24
10
24
28
1
24
10
27
24
25
17
24
27
10
26
26
17
23
24
1
17
17
22
26
24
22
24
1
24
28
17
28
27
17
17
24
1
15
10
17
27
27
24
10
24
24
27
23
24
23
10
24
24
17
24
15
10
27
24
24
24
10
10
19
24
17
24
26
28
17
2
23
25
27
10
28
24
2
15
24
17
25
17
25
24
26
25
23
23
28
10
26
28
25
19
1
25
17
24
24
10
1
26
24
22
2
17
23
10
17
25
1
22
24
26
19
25
10
10
25
17
17
24
22
24
24
24
25
10
22
28
22
1
10
17
28
24
22
25
23
28
24
10
26
10
28
24
10
10
26
26
26
15
22
28
1
24
24
27
24
15
10
10
24
10
24
23
1
26
10
10
22
10
23
28
24
24
1
10
1
26
24
10
27
24
22
10
25
15
24
28
23
26
20
24
22
24
23
28
28
10
23
22
24
24
23
25
24
22
24
28
10
10
23
24
10
10
24
17
17
28
24
24
28
28
26
20
1
23
24
27
10
24
17
24
23
27
24
27
10
10
17
17
24
1
24
10
26
24
10
17
24
17
26
23
23
25
22
1
26
24
24
10
22
24
26
28
24
10
28
27
2
23
15
17
1
27
10
24
27
17
24
17
24
27
10
27
23
24
24
24
10
10
23
24
24
24
15
2
28
27
17
25
28
2
10
25
15
24
26
23
23
25
10
17
28
25
24
25
26
17
19
23
1
17
24
26
24
23
1
28
25
10
26
25
24
22
17
23
17
10
25
10
1
22
25
24
25
19
24
26
17
10
22
24
28
25
10
24
10
17
1
22
17
24
26
23
25
24
10
24
10
24
28
28
10
24
24
10
10
25
10
24
1
23
22
10
10
1
10
26
28
27
24
24
24
22
27
22
27
10
22
28
24
26
15
10
24
26
10
26
23
24
22
10
20
26
26
17
10
25
28
24
10
10
24
10
24
28
24
23
17
24
22
10
1
23
24
24
24
22
24
10
22
28
24
10
23
10
20
28
17
23
24
28
24
26
10
24
10
28
26
23
27
1
24
23
27
17
10
23
25
27
24
24
1
22
10
28
17
24
17
23
24
17
26
23
25
25
22
24
1
10
15
24
24
10
24
22
24
2
28
26
28
24
17
27
10
17
28
10
27
17
1
24
27
24
10
27
24
24
15
24
24
10
10
24
10
23
24
23
17
2
27
24
23
28
17
28
24
25
26
25
26
27
26
17
2
24
23
10
10
23
25
15
25
24
25
19
17
23
28
17
1
1
24
24
28
25
10
23
25
26
24
1
10
25
17
26
10
24
23
10
24
23
22
10
24
2
10
28
28
26
17
22
26
23
10
10
10
1
24
24
24
24
28
27
26
10
1
27
24
26
24
25
24
24
27
10
22
24
15
10
10
24
23
10
10
24
26
24
22
24
28
23
10
10
10
10
26
20
10
10
24
26
28
24
22
1
24
23
10
24
22
24
17
10
10
22
28
24
10
23
17
28
24
23
10
28
24
17
24
20
25
10
23
26
1
24
24
27
28
23
24
26
28
10
2
17
25
23
27
27
22
24
1
24
17
23
10
10
24
17
10
24
24
24
17
25
26
1
22
23
24
10
25
10
24
1
26
15
22
10
10
24
10
15
2
28
24
27
28
24
22
17
10
17
17
28
1
27
24
24
27
15
10
24
24
24
27
27
24
10
10
24
23
23
24
2
17
24
28
26
25
28
17
24
25
27
10
10
26
17
25
1
1
24
24
22
17
24
24
23
24
10
10
25
23
23
26
17
24
23
10
22
2
10
26
17
22
15
24
26
10
28
25
23
17
24
10
28
24
28
26
24
25
22
25
10
23
10
25
10
24
1
24
26
25
24
27
28
23
19
24
10
2
24
26
26
1
27
24
24
27
24
10
24
10
10
10
22
15
10
10
24
10
10
24
10
22
23
10
10
24
10
26
20
26
28
24
10
24
24
24
10
10
10
10
10
24
1
17
10
28
24
26
10
10
10
22
22
22
17
23
28
24
28
20
24
24
23
1
25
24
28
26
26
23
27
28
23
10
2
17
22
24
27
10
27
10
24
1
24
23
24
10
17
10
10
17
22
24
